name,discount_in_percent,price_in_brl,rating_in_percent,end_time_in_seconds,start_time_in_second,release_time_in_second
Fill Up!,80,1.25,36.42,1637172000,1636394818,1455667200
Robot Squad Simulator 2017,90,2.79,60.12,1637431200,1636218321,1476921600
Dub Dash,80,2.09,67.18,1637172000,1636394818,1455580800
Star Sky,80,1.67,73.39,1636740000,1636182596,1445558400
Legend of Mysteria RPG,41,1.15,66.8,1637085600,1635872734,1444348800
My Little Kitties,70,5.99,83.63,1636740000,1636182334,1466467200
Killing Room,50,9.99,67.53,1636999200,1636394818,1476921600
Slime Jumper,80,2.09,66.76,1636999200,1636394818,1459987200
The Purring Quest,90,1.99,80.11,1636999200,1636394818,1447286400
KINGDOMS,40,11.99,77.52,1636999200,1636394819,1445558400
BioShock™ Remastered,75,7.49,77.88,1637604000,1636485003,1473897600
BioShock™ 2 Remastered,75,7.49,66.3,1637604000,1636485003,1473897600
12 is Better Than 6,90,1.99,82.08,1636740000,1636045532,1447977600
Starward Rogue,75,5.99,85.78,1636999200,1635789868,1453420800
ELEX,80,18.19,73.19,1636999200,1636394819,1508198400
Discovering Colors - Animals,86,1.17,81.3,1636999200,1636394819,1460505600
Jane's Realty,50,3.14,50.0,1636999200,1636394819,1445385600
Reverse x Reverse,75,4.99,77.77,1636740000,1636182337,1449705600
Statues,80,2.09,65.15,1636999200,1636394819,1445904000
Ironclads 2: American Civil War,90,1.99,65.5,1637604000,1636394819,1446681600
Corgi Warlock,60,1.79,74.97,1636999200,1636394819,1449100800
Yohjo Simulator,75,2.62,54.69,1636740000,1636182337,1447718400
Energy Cycle,86,1.17,67.29,1636999200,1636394819,1452643200
The Odyssey: Winds of Athena,76,1.14,61.79,1637085600,1635872734,1446768000
Goblin Defenders: Steel‘n’ Wood,80,1.25,56.88,1636740000,1636182334,1377043200
Rescue Team 5,80,1.67,72.66,1636740000,1636182570,1443571200
Max's Big Bust - A Captain Nekorai Tale,50,18.99,85.02,1636999200,1636394819,1486425600
LeftWay,60,10.39,67.76,1637172000,1635937217,1509667200
hocus,47,1.16,85.38,1637517600,1636308302,1447804800
Cally's Caves 3,70,4.19,75.49,1636999200,1636394819,1451952000
Tempest: Pirate Action RPG,75,7.24,68.35,1636740000,1636182573,1471824000
Shadow Tactics: Blades of the Shogun,90,7.99,94.08,1637085600,1635872735,1480982400
Bridge Constructor Stunts,88,2.39,60.92,1637172000,1636394819,1456185600
Starpoint Gemini Warlords,80,12.79,71.75,1636999200,1636394819,1495497600
NEKOPARA Vol. 2,60,10.5,94.45,1636740000,1636182338,1455840000
Lost Technology,50,5.44,80.6,1636740000,1636182338,1502236800
Elite vs. Freedom,83,1.78,41.56,1637085600,1635872736,1464652800
Time Tenshi (2015),75,4.99,69.23,1636999200,1636394819,1447977600
HERO DEFENSE,85,8.69,62.63,1637172000,1636394820,1464652800
Project Pulsation,89,1.15,41.18,1637344800,1636131937,1450137600
Farm Expert 2017,90,3.69,46.34,1637431200,1636218322,1472688000
Shadwen,75,7.99,72.88,1636999200,1635442665,1463443200
Narcissu 10th Anniversary Anthology Project,50,3.14,90.49,1636740000,1636182339,1453852800
Shadowhand: RPG Card Game,75,7.24,78.3,1636999200,1636394820,1512604800
Momodora: Reverie Under The Moonlight,60,7.99,91.07,1636740000,1636182598,1457049600
Youtubers Life,67,23.09,74.88,1637085600,1635920118,1463529600
Red Fox and the Four Seasons,65,3.81,54.17,1636999200,1636394820,1615248000
Gems of the Aztecs,89,1.19,67.3,1636999200,1636394820,1461283200
Falcon Gold,86,1.95,66.66,1636999200,1636394821,757382400
Never Again,60,11.15,77.54,1636999200,1636394821,1557360000
Elysium: Blood Games,45,1.25,60.52,1636999200,1636394821,1451952000
Phoning Home,90,1.99,66.88,1636999200,1636394821,1486425600
Age of Fear 3: The Legend,50,24.99,84.76,1636999200,1635442666,1504224000
Age of Fear 4: The Iron Killer,40,29.99,74.78,1636999200,1635441851,1619740800
Tiltagon,81,1.19,67.49,1636999200,1636394821,1459209600
Rytmik Lite Chiptune Synthesizer,50,5.99,65.11,1636999200,1636394821,1453766400
The Sacred Stone,90,3.49,44.87,1637344800,1636131936,1546041600
ATOM GRRRL!!,50,9.99,62.0,1636740000,1636182339,1456790400
Angel Flare,90,2.06,64.78,1636999200,1636394821,1500595200
Lost Lands: The Golden Curse,65,4.89,87.38,1637258400,1636045532,1458777600
Warlords Battlecry III,40,11.99,77.72,1637085600,1635872736,1084752000
Kim,70,8.39,76.11,1636999200,1636394822,1477267200
DARQ: Complete Edition,70,11.39,90.01,1637517600,1636308302,1565827200
Carpe Lucem - Seize The Light VR,40,16.79,76.85,1636999200,1636394822,1459814400
Trulon: The Shadow Engine,80,7.39,63.76,1637172000,1636394822,1456790400
Witch and Hero(魔女と勇者),80,2.17,75.5,1636740000,1636182339,1461196800
It's Spring Again,47,1.16,86.21,1636999200,1636394822,1454371200
The Chosen RPG,54,1.15,68.48,1637085600,1635872737,1454544000
Blood and Bacon,47,1.16,92.92,1636999200,1636394822,1454284800
Brushwood Buddies,82,1.16,76.49,1636999200,1636394822,1455667200
Incredible Dracula: Chasing Love Collector's Edition,75,4.99,70.4,1636740000,1636182596,1448755200
WITCH-BOT MEGLILO,80,2.39,82.2,1636740000,1636182335,1468540800
MEMENTO,80,2.39,66.65,1636740000,1636182339,1467849600
State of Mind,90,3.99,77.95,1637431200,1636050012,1534291200
PIXELMAN,50,1.14,74.86,1637085600,1635872738,1519776000
Rock 'N' Roll Defense,87,1.14,81.45,1636999200,1635788526,1470787200
Unending Galaxy,75,4.64,60.51,1637517600,1636308302,1455840000
Assault Suit Leynos,80,7.39,60.32,1637172000,1636394822,1472515200
Fragmented,90,1.99,44.08,1636563600,1635962900,1502755200
Magic Potion Explorer,50,9.99,52.69,1636740000,1636182341,1457654400
Star Sky 2,80,1.73,75.74,1636740000,1636182342,1456876800
DreamBreak,80,2.79,46.94,1636999200,1636394822,1469059200
S2ENGINE HD,80,7.39,70.01,1637604000,1636394822,1460073600
Asteroid Bounty Hunter,90,6.1,63.14,1637172000,1635962901,1455667200
Find Out,47,1.16,51.14,1637344800,1636131936,1455580800
Death Stair,80,1.73,65.15,1636999200,1636394823,1471305600
UBERMOSH:BLACK,45,1.14,79.22,1637604000,1636394823,1455667200
Nova Nukers!,90,2.48,72.28,1636740000,1636182342,1521072000
Might and Magic: Heroes VII – Trial by Fire,75,22.49,62.41,1636912800,1636394823,1470268800
The Next Door,47,1.16,51.78,1637172000,1635962901,1458604800
X-17,50,1.14,40.34,1637172000,1635962901,1456790400
WOLFLAME,50,5.99,80.14,1636999200,1636157147,1461196800
Hidden Object 6-in-1 bundle,75,5.99,73.37,1636740000,1636182343,1458086400
Bizarre Earthquake,74,1.16,55.58,1637517600,1636308302,1462924800
Bacteria,47,1.16,55.85,1636999200,1636394823,1458691200
Sixtieth Kilometer,43,1.14,73.82,1637085600,1635872738,1472083200
Planar Conquest,90,3.69,58.01,1637604000,1636394823,1464566400
SAMOLIOTIK,42,1.27,81.01,1636740000,1635566709,1458864000
Seven Kingdoms: Ancient Adversaries,60,4.79,86.19,1637085600,1635872738,897264000
Ace of Seafood,80,4.79,82.41,1636740000,1636182343,1460073600
Cube Land Arena,45,1.14,59.45,1636999200,1635818709,1459209600
Meridian: Squad 22,80,5.59,64.67,1637172000,1636394823,1470873600
Demetrios - The BIG Cynical Adventure,90,1.99,79.04,1636740000,1636182344,1464652800
CounterAttack,55,13.04,82.92,1636999200,1636394823,1552262400
Highway Blossoms,40,22.2,91.04,1636740000,1636182344,1466121600
Awareness Rooms,80,2.09,75.72,1636740000,1636182344,1466035200
A Healer Only Lives Twice,70,3.14,74.24,1636740000,1636182345,1464825600
Last Will,50,8.99,71.8,1636999200,1636394823,1472428800
Dear RED - Extended,80,1.25,64.09,1636999200,1636394823,1460419200
First Person Tennis - The Real Tennis Simulator VR,20,37.99,82.33,1637258400,1636045534,1554940800
GIGA WRECKER,65,12.94,77.95,1637172000,1636394823,1486339200
Judgment: Apocalypse Survival Simulation,50,18.99,78.27,1636740000,1636182346,1525305600
Weather Lord: Following the Princess Collector's Edition,80,3.99,71.49,1636740000,1636182347,1446595200
ZRoll,47,1.16,56.45,1637344800,1636131936,1492387200
Cherry Tree High Girls' Fight,50,12.99,65.85,1636740000,1636182349,1465776000
Bulby - Diamond Course,75,1.57,49.01,1636999200,1636394824,1484784000
Massive,80,7.59,63.29,1637172000,1635962902,1596585600
Grizzly Valley,89,1.15,41.81,1637258400,1636045533,1461369600
Predynastic Egypt,75,4.99,87.09,1637258400,1636045534,1476057600
Sins Of The Demon RPG,47,1.16,79.78,1637085600,1635872737,1463097600
Zenge,35,1.42,91.16,1636999200,1636394824,1460505600
Hyposphere,80,1.25,51.72,1636999200,1636394824,1462406400
NORTH,67,1.15,60.2,1636999200,1636394824,1461715200
Plancon: Space Conflict,90,1.39,43.61,1636740000,1636182345,1470614400
BalanCity,90,1.59,74.36,1636999200,1636394824,1474416000
Liveza: Death of the Earth,80,1.25,54.44,1636999200,1636394824,1462233600
Farnham Fables,47,1.16,67.01,1636999200,1636394824,1466380800
BARRIER X,81,1.19,83.56,1636740000,1636045533,1464307200
Storm Of Spears RPG,68,1.16,69.79,1637085600,1635872737,1466121600
"Resette's Prescription ~Book of memory, Swaying scale~",75,6.49,67.48,1636740000,1636182347,1464566400
Norman's Great Illusion,67,1.97,62.21,1636999200,1636394824,1567036800
Puzzle Galaxies,47,1.16,59.31,1636999200,1636394824,1461888000
Sector Six,80,4.13,85.37,1637172000,1635962903,1536278400
LUNA The Shadow Dust,30,26.59,87.49,1636999200,1636394824,1581552000
Wicce,30,11.61,71.5,1636740000,1636182347,1462406400
Fury Unleashed,35,24.69,87.24,1636999200,1635789870,1588896000
Arelite Core,75,9.24,77.77,1636740000,1636182348,1486512000
Prehistoric Tales,80,1.25,69.97,1636740000,1636182597,1464134400
Z.I.O.N.,89,1.15,39.77,1637344800,1636131939,1462579200
Shoot Shoot Mega Pack,55,13.04,79.05,1636999200,1636394824,1493337600
VR Regatta - The Sailing Game,69,17.97,79.69,1636999200,1636394824,1517270400
Arkshot,80,2.09,70.41,1636999200,1636394824,1463616000
Ultimate Fishing Simulator,65,12.94,86.28,1637431200,1636218323,1535587200
Phantaruk,89,1.19,59.66,1637431200,1636218321,1471305600
Nine Parchments,75,9.49,74.94,1636999200,1635442671,1512432000
Slime-san: Superslime Edition,60,11.59,79.28,1637172000,1636394825,1491523200
Diib's Dilemma,73,1.15,73.27,1636999200,1636394825,920246400
Uncrewed,40,14.39,67.23,1636999200,1636394825,1585180800
ORCS,71,1.15,76.93,1636999200,1635789868,1463702400
Beholder,100,0.0,88.93,1636624800,1636480895,1478649600
KNIGHTS,47,1.16,88.78,1637604000,1636394825,1464566400
Cally's Trials,70,5.39,65.51,1636999200,1636394825,1465862400
The Silver Case,60,14.79,80.13,1636740000,1636182348,1475712000
Train Chase,20,16.55,70.84,1636740000,1636182571,1622073600
Human: Fall Flat,66,12.91,93.3,1637690400,1636480895,1469145600
Space Hole 2016,47,1.16,74.37,1636650000,1635442673,1472774400
Dungeons & Darkness,80,3.99,60.42,1636740000,1636182577,1475107200
Legends of the Universe - StarCore,74,1.16,71.46,1636999200,1636394825,1469404800
Mad Father,30,14.48,92.8,1636740000,1636182350,1474502400
Aven Colony,75,14.99,73.38,1636999200,1636394825,1500940800
The Orchard of Stray Sheep,75,4.99,64.62,1636740000,1636182349,1466380800
Disgraced,35,12.08,74.58,1636999200,1636394825,1466380800
Machine Made: Rebirth,89,1.15,72.25,1636999200,1636394825,1507593600
Smithy,86,1.21,65.99,1637172000,1635962901,1464912000
Ball 3D,50,1.14,79.52,1636999200,1635442673,1490918400
Rise of the Ancients,43,1.14,39.83,1637085600,1635872740,1464566400
Tales of Destruction,73,1.15,28.7,1636912800,1635699914,1468454400
House of Snark 6-in-1 Bundle,75,5.99,76.36,1636740000,1636182351,1468713600
88 Heroes,80,5.59,75.37,1637172000,1636394826,1490313600
Akin,45,1.25,79.55,1636999200,1636394826,1465171200
KARAKARA,50,9.99,86.66,1636740000,1636182352,1466985600
Conan the mighty pig,47,1.16,84.53,1637431200,1636225510,1467072000
Dream Car Builder,30,14.48,86.71,1636999200,1636394826,1537488000
Hover 2030,40,1.37,67.97,1637517600,1636394826,1465862400
Just Deserts,60,7.99,69.85,1636740000,1636182352,1469404800
God's Trigger,65,10.14,71.81,1636999200,1635872742,1555545600
Unforgiving Trials: The Darkest Crusade,47,1.16,61.54,1637085600,1635872743,1465948800
Brut@l,80,5.59,65.45,1637172000,1636394826,1486598400
Conga Master,80,3.99,78.03,1637172000,1636394826,1473811200
Lock's Quest,80,5.59,47.31,1636999200,1636394826,1496102400
Time Tenshi 2,50,9.99,73.87,1636999200,1636394826,1465862400
神明的一天世界(God's One Day World),50,9.99,80.68,1636999200,1636394826,1467331200
Robot Legions Reborn,60,2.59,71.89,1636999200,1636394826,1468886400
Ne no Kami: The Two Princess Knights of Kyoto,50,9.99,80.36,1636740000,1636182352,1477440000
Control Craft 3,54,1.14,65.67,1636999200,1635783023,1483056000
Daily Chthonicle: Editor's Edition,60,3.35,69.97,1636999200,1636394826,1475193600
Bot Vice,80,3.99,88.9,1637085600,1635872743,1468195200
Lil Big Invasion,80,1.29,80.54,1637604000,1636394826,1470268800
Drift Horizon Online,89,1.15,43.74,1637172000,1635962903,1490227200
PRINCIPIA: Master of Science,70,5.99,67.72,1636740000,1636182353,1473379200
Figment,90,3.69,82.47,1636740000,1636182353,1506038400
STANDBY,82,1.16,69.57,1636740000,1636045535,1483660800
The Wire Loop Game VR,50,5.44,56.05,1636999200,1636394827,1470614400
The Challenge,60,8.79,42.21,1636999200,1636394827,1475798400
Monster Slayers,80,3.59,76.62,1636999200,1636394827,1490227200
SweatShop,47,1.16,45.73,1636999200,1636394827,1469145600
Adventures On The Polluted Islands,80,1.25,67.07,1636999200,1636394827,1487289600
Mervils: A VR Adventure,70,11.09,77.01,1637258400,1636045536,1477353600
Safety First!,80,1.25,74.69,1637172000,1636394827,1473292800
8-Bit Hordes,50,13.99,77.2,1637085600,1635872744,1470960000
klocki,15,1.86,93.35,1636999200,1636394827,1468368000
Unforeseen Incidents,40,22.79,83.56,1636999200,1636394827,1527033600
Invisible Mind,89,1.15,40.98,1637344800,1636131939,1470787200
Quest for Glory 1-5,35,21.43,86.73,1636999200,1636394827,623203200
A Detective's Novel,47,1.16,65.37,1637085600,1635872740,1469664000
Brick Stack VR,50,4.19,75.71,1636999200,1636394827,1469491200
Pixel Puzzles 2: RADical ROACH,75,2.72,67.97,1636999200,1636394827,1470960000
39 Days to Mars,33,19.42,80.67,1636999200,1636394827,1524614400
Eximius: Seize the Frontline,50,28.99,70.83,1636740000,1636182597,1615852800
ORBITAL,50,1.14,68.76,1636999200,1636394827,1469318400
Twisty's Asylum Escapades,89,1.15,50.0,1636999200,1636394827,1475020800
Downward,70,5.99,69.53,1636999200,1636394827,1499904000
Black Sand Drift,47,1.16,64.11,1636999200,1636394827,1473292800
Gone In November,47,1.16,61.5,1636999200,1636394827,1471478400
Vindictive Drive,80,1.25,67.24,1636999200,1636394827,1494806400
Treasure of a Blizzard,80,8.0,76.14,1636999200,1635442676,1475712000
Strategy & Tactics: Dark Ages,70,8.39,59.05,1636740000,1636182354,1501804800
Project Lounge,90,2.06,60.73,1637172000,1635962905,1625788800
Broken Armor,50,1.14,76.22,1636999200,1636394827,1470009600
NightmareZ,80,1.67,43.55,1637604000,1636394828,1473292800
CrossWorlds: Escape,25,18.66,62.79,1636999200,1636394828,1584662400
Fancy Skiing VR,30,13.99,67.59,1636999200,1636394828,1470441600
Lucius III,85,5.54,52.66,1637690400,1636480898,1544659200
Energy Invasion,80,1.29,50.99,1636999200,1636394828,1515542400
Madrobot X,80,1.25,77.34,1636999200,1636394828,1474416000
SkyTime,47,1.16,58.26,1636999200,1636394828,1480636800
Beautiful Japanese Scenery - Animated Jigsaws,90,1.99,79.65,1636999200,1636394828,1473897600
Factory Engineer,60,7.99,46.91,1636999200,1636394828,1489968000
Gun Brothers,80,7.59,43.12,1637085600,1635872744,1597708800
BitMaster,80,1.25,64.92,1636999200,1636394828,1476230400
UBERMOSH Vol.3,45,1.14,81.58,1637604000,1636394828,1471219200
Bad Pad,70,7.46,77.06,1636999200,1636394708,1533686400
Kitty Kitty Boing Boing: the Happy Adventure in Puzzle Garden!,75,2.62,66.33,1637085600,1635865511,1473206400
Visitors,80,2.09,51.53,1636999200,1636394708,1472428800
Camper Jumper Simulator,81,1.19,42.5,1637431200,1636218321,1483315200
MAGICAL×SPIRAL,75,6.99,64.76,1636740000,1636182354,1482192000
Subterra,89,1.15,61.85,1637085600,1635872741,1505692800
Lop Nor Zombie VR (HTC Vive),30,4.4,65.96,1636999200,1636394708,1475193600
Autumn Dream,89,1.19,45.38,1636999200,1635788007,1478304000
Loading Human: Chapter 1,80,4.13,38.31,1637258400,1636045536,1476403200
Ghostlords,83,1.85,82.27,1637431200,1636218324,1479427200
Mahjong World Contest (麻将),89,1.19,79.15,1636999200,1636394708,1475798400
Lust for Darkness,90,2.79,67.57,1636740000,1636182597,1528761600
Alicemare,60,2.51,83.25,1636740000,1636182598,1479686400
Starship Annihilator,47,1.15,54.67,1637172000,1635966194,1472774400
The Wild Eight,65,16.62,69.59,1636740000,1636045538,1570060800
MY FIGHT,80,1.67,58.7,1636999200,1636394829,1474848000
WORLD END ECONOMiCA episode.03,50,12.99,85.01,1636740000,1636182356,1482278400
Containment Initiative,75,4.99,82.46,1637258400,1636030814,1492128000
Merger 3D,80,1.25,43.67,1636999200,1636394708,1475107200
Just Hero,47,1.16,51.1,1636999200,1636394708,1475020800
Russian SuperHero Dead Ivan,47,1.16,46.66,1636999200,1636394708,1476835200
Cranium Conundrum,70,3.59,40.09,1636999200,1636394708,1474588800
War Cube,43,1.14,51.84,1637172000,1635962904,1473638400
Gladiator Trainer,42,1.15,67.93,1637085600,1635872742,1480032000
SYNTHETIK: Legion Rising,75,9.49,91.93,1636999200,1636394708,1521072000
Expect The Unexpected,60,4.35,62.81,1636999200,1636394708,1481155200
Polygon Attack,47,1.16,79.82,1636826400,1635615028,1482796800
The Wanderer,50,1.14,54.3,1636999200,1636394437,1548374400
Soulblight,90,2.79,51.28,1636740000,1636182356,1521072000
Far Beyond: A space odyssey VR,50,13.44,64.82,1636563600,1635354330,1477612800
Battles of Norghan,50,9.99,70.99,1636999200,1636394437,1474848000
Academagia: The Making of Mages,50,14.99,67.77,1636999200,1636394437,1281657600
Ultimate Solid,70,3.71,65.03,1636999200,1636394437,1477440000
Pure Farming 2018,70,8.39,69.49,1636999200,1635872745,1520899200
BUSTED!,50,5.24,69.45,1636999200,1636394438,1476144000
Unforgiving Trials: The Space Crusade,47,1.16,57.72,1637085600,1635872746,1475798400
Cards of Cthulhu,50,1.14,65.15,1636999200,1636394438,1476144000
Party Golf,90,2.79,72.7,1637258400,1636045539,1477353600
Sleeping Valley,90,4.6,36.02,1637172000,1635962905,1475884800
Picontier / ピコンティア,20,30.39,69.4,1636740000,1636182357,1604620800
Citalis,73,1.15,49.62,1636999200,1636394438,1478131200
Crab Dub,80,1.25,67.79,1636999200,1636394438,1484784000
Police Stories,60,11.99,82.89,1636740000,1636045542,1568851200
Razortron 2000,87,1.14,80.98,1636999200,1635442682,1476230400
Kombine,47,1.16,70.64,1636999200,1635789869,1476403200
Nuclear Contingency,47,1.16,49.01,1637085600,1635872746,1483315200
PhysDrive,47,1.16,46.83,1636999200,1636394438,1447113600
Pixel Gladiator,80,2.09,76.68,1637085600,1635872746,1504828800
Legend of Merchant,10,3.86,77.99,1637085600,1635872746,1481846400
Super Blackjack Battle 2 Turbo Edition - The Card Warriors,80,4.79,51.84,1637172000,1636394439,1488499200
AL･FINE,70,8.39,41.3,1636740000,1636182355,1478822400
Companion,75,4.99,80.47,1636740000,1636182357,1490918400
A Trip to Yugoslavia: Director's Cut,47,1.16,68.47,1636999200,1636394439,1487721600
Vigilantes,60,11.59,76.97,1637258400,1636045542,1538524800
VOI,47,1.16,87.29,1637517600,1636308036,1478476800
Wild Animals - Animated Jigsaws,90,1.99,78.68,1636999200,1636394439,1478476800
Trip to Vinelands,45,1.14,80.19,1637604000,1636394439,1477008000
Starry Nights : Helix,75,2.09,58.75,1636740000,1636182357,1479859200
Cavern Escape Extremely Hard game!!!,90,1.6,38.11,1637172000,1635962904,1487548800
Grab the Bottle,82,1.16,73.32,1637517600,1636308302,1495411200
Pathway,50,15.49,72.64,1636653600,1636394439,1554940800
